ID,Gender,State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response
57634,M,CT,6111,61,31,3,62,92,154,5,1,0,0,0,1,1,2,Yes
59980,M,PA,19086,190,25,3,56,98,154,5,1,0,2,1,1,0,0,No
50456,F,PA,19118,191,15,3,62,88,150,5,1,0,0,0,1,1,2,No
15765,F,NJ,7054,70,21,3,63,85,148,5,0,0,1,0,3,0,1,Yes
42826,M,NJ,7010,70,17,3,58,88,146,5,1,0,2,1,0,0,1,No
34642,M,PA,17522,175,21,3,59,85,144,5,1,1,1,1,0,0,1,No
50636,F,MA,1107,11,23,3,59,79,138,5,1,0,2,0,1,0,1,No
15008,F,PA,18018,180,15,3,58,79,137,5,1,0,1,0,1,2,0,No
28671,F,NJ,8052,80,21,3,62,71,133,5,1,0,0,0,2,1,1,No
41126,M,MD,20765,207,15,3,63,70,133,5,0,1,1,1,0,1,1,No
50316,M,PA,19124,191,15,3,62,67,129,5,0,0,2,1,1,0,1,No
22108,F,NJ,7087,70,27,3,56,70,126,5,4,0,1,0,0,0,0,No
41788,F,NY,11803,118,23,3,55,71,126,5,1,1,2,0,0,1,0,No
42696,M,NJ,7052,70,23,3,63,63,126,5,0,0,2,1,0,1,1,No
11850,M,NH,3060,30,33,3,61,60,121,5,0,1,2,0,0,1,1,No
42345,M,NJ,8755,87,25,3,55,60,115,5,1,0,2,2,0,0,0,No
20969,F,MA,1518,15,17,3,60,52,112,5,2,0,1,0,0,1,1,No
50944,F,NJ,8083,80,25,3,55,55,110,5,2,2,0,0,0,0,1,No
30405,M,NY,10031,100,17,3,58,50,108,5,0,1,1,1,0,2,0,No
58301,M,CT,6497,64,21,3,61,47,108,5,1,0,2,0,0,0,2,No
50121,F,MD,20650,206,23,3,57,50,107,5,2,1,0,0,1,1,0,No
27859,M,MD,20721,207,15,3,62,41,103,5,1,0,0,1,0,0,3,No
23443,M,MA,1760,17,13,3,58,44,102,5,1,1,0,0,1,0,2,Yes
23501,M,NJ,7936,79,21,3,55,47,102,5,4,1,0,0,0,0,0,No
53998,M,NY,12018,120,19,3,65,33,98,5,1,0,0,1,1,1,1,Yes
33382,M,DC,20019,200,19,3,57,38,95,5,0,0,3,2,0,0,0,No
18857,F,NJ,7066,70,31,3,58,32,90,5,0,2,2,0,0,0,1,No
36942,F,MA,1824,18,15,3,55,34,89,5,1,2,1,0,0,1,0,No
42281,F,NY,11420,114,23,3,56,31,87,5,2,1,1,0,0,0,1,No
49361,M,NY,10475,104,21,3,56,30,86,5,0,1,2,2,0,0,0,No
16183,F,NY,10021,100,25,3,58,25,83,5,1,0,2,0,1,1,0,No
11036,F,CT,6457,64,31,3,55,26,81,5,2,0,2,0,1,0,0,No
39897,M,PA,15370,153,27,3,59,21,80,5,1,1,1,1,0,0,1,No
56035,M,NY,14860,148,21,3,44,304,348,4,2,0,1,1,0,0,0,No
17949,M,MA,1007,10,13,3,44,303,347,4,1,0,1,2,0,0,0,No
17494,F,PA,16117,161,11,3,48,294,342,4,1,0,0,0,1,1,1,No
26241,F,CT,6010,60,15,3,40,296,336,4,3,1,0,0,0,0,0,No
16161,F,MA,1561,15,17,3,41,294,335,4,2,2,0,0,0,0,0,No
17742,F,NY,11554,115,25,3,52,283,335,4,0,1,1,0,0,1,1,No
18258,M,NY,10010,100,15,3,52,283,335,4,1,0,0,3,0,0,0,No
19693,M,MA,2062,20,13,3,51,282,333,4,2,0,0,0,0,0,2,Yes
40679,F,PA,18702,187,15,3,47,285,332,4,1,0,1,0,0,0,2,No
16257,M,NY,12592,125,13,3,42,288,330,4,1,2,1,0,0,0,0,No
20118,M,NJ,7719,77,25,3,46,282,328,4,1,0,0,1,1,0,1,No
54187,F,NY,10314,103,17,3,49,274,323,4,1,0,1,0,1,0,1,No
41042,M,PA,19044,190,11,3,45,276,321,4,1,0,2,0,1,0,0,No
44843,F,NY,10605,106,17,3,47,273,320,4,1,1,1,0,0,0,1,No
21255,F,NY,11758,117,11,3,44,273,317,4,1,2,0,0,1,0,0,No
27763,M,MD,21234,212,27,3,45,271,316,4,2,0,0,2,0,0,0,No
50716,M,NY,11763,117,23,3,50,266,316,4,0,0,2,1,0,0,1,No
50937,M,NY,11229,112,19,3,47,262,309,4,0,1,0,1,2,0,0,No
46929,F,PA,18018,180,25,3,45,263,308,4,1,1,0,0,0,2,0,No
28942,F,NJ,7652,76,23,3,49,252,301,4,1,0,0,0,1,1,1,No
51431,M,NY,11214,112,13,3,49,251,300,4,0,1,1,1,0,0,1,No
37521,M,PA,19003,190,13,3,50,247,297,4,0,2,0,0,1,0,1,Yes
47143,F,PA,18360,183,13,3,50,242,292,4,2,0,0,0,0,1,1,No
53050,M,MD,20784,207,15,3,54,231,285,4,0,0,0,1,1,1,1,Yes
31644,M,NJ,8876,88,21,3,47,226,273,4,0,0,2,2,0,0,0,No
12784,M,PA,19053,190,21,3,41,229,270,4,2,2,0,0,0,0,0,Yes
14140,F,NY,11558,115,21,3,46,224,270,4,2,0,1,0,0,1,0,No
48475,M,NJ,7747,77,25,3,53,217,270,4,0,0,0,1,0,1,2,Yes
46397,M,NY,11740,117,19,3,44,225,269,4,2,1,0,0,1,0,0,No
42361,M,NJ,8008,80,17,3,49,212,261,4,0,1,1,1,0,0,1,Yes
46779,M,PA,17363,173,15,3,42,215,257,4,3,0,0,1,0,0,0,No
30828,M,NY,11756,117,25,3,43,208,251,4,2,0,2,0,0,0,0,No
54663,F,PA,19468,194,19,3,50,200,250,4,0,1,0,0,1,0,2,Yes
53950,F,PA,15332,153,17,3,45,200,245,4,1,1,0,0,0,2,0,No
38994,M,NY,10573,105,19,3,45,199,244,4,1,0,2,0,1,0,0,No
48732,F,NY,12180,121,23,3,45,197,242,4,3,0,0,0,0,0,1,No
58369,M,MD,20708,207,23,3,48,194,242,4,0,0,2,1,1,0,0,No
39217,M,NY,11229,112,13,3,43,197,240,4,2,0,2,0,0,0,0,No
29153,M,CT,6877,68,17,3,47,191,238,4,1,0,0,1,0,2,0,No
51390,M,NJ,8049,80,15,3,51,187,238,4,1,0,1,0,1,0,1,No
12349,M,NJ,8012,80,27,3,50,184,234,4,1,0,1,0,0,1,1,No
32558,M,NY,11377,113,11,3,43,191,234,4,2,0,2,0,0,0,0,No
50263,F,NJ,7081,70,25,3,45,182,227,4,2,0,1,0,1,0,0,No
51496,M,NJ,8738,87,23,3,47,177,224,4,0,0,2,2,0,0,0,No
41766,M,MD,21239,212,15,3,51,167,218,4,0,0,0,3,0,0,1,No
29820,F,NY,10471,104,17,3,46,169,215,4,0,3,0,0,0,1,0,Yes
12455,M,NY,14207,142,21,3,47,166,213,4,1,0,1,0,0,0,2,No
24403,M,NY,11803,118,17,3,49,161,210,4,0,0,2,1,0,1,0,No
22700,M,MD,21234,212,25,3,45,160,205,4,1,0,1,0,1,1,0,Yes
43316,M,PA,19464,194,15,3,47,158,205,4,1,0,1,0,0,0,2,No
18779,F,CT,6118,61,23,3,50,154,204,4,2,0,0,0,0,1,1,No
38600,M,NY,11727,117,21,3,44,159,203,4,2,0,1,1,0,0,0,No
41426,F,PA,15146,151,23,3,44,159,203,4,1,1,1,0,1,0,0,No
38991,F,NY,11590,115,27,3,45,157,202,4,3,0,0,0,0,0,1,No
12588,F,NJ,7626,76,25,3,47,154,201,4,0,1,1,0,0,2,0,No
10827,M,NY,11791,117,19,3,44,154,198,4,1,0,2,1,0,0,0,No
27646,F,PA,15223,152,15,3,51,147,198,4,0,0,2,0,1,0,1,Yes
44276,M,PA,19004,190,25,3,47,151,198,4,1,0,2,0,0,0,1,Yes
11545,M,NY,10504,105,15,3,52,143,195,4,1,0,1,0,0,1,1,Yes
20042,F,PA,19117,191,15,3,43,141,184,4,2,0,2,0,0,0,0,No
29284,M,NY,11427,114,27,3,46,138,184,4,1,0,1,1,1,0,0,No
22880,F,NY,14219,142,13,3,51,131,182,4,0,0,1,0,2,0,1,No
19516,M,MD,20816,208,15,3,42,138,180,4,3,0,0,1,0,0,0,No
55187,F,NY,11372,113,25,3,44,128,172,4,1,1,0,0,2,0,0,No
13334,M,PA,17032,170,19,3,46,119,165,4,1,0,0,2,1,0,0,No
23749,F,DC,20036,200,19,3,46,116,162,4,2,0,1,0,0,1,0,No
44905,M,NY,11566,115,25,3,46,110,156,4,0,0,3,1,0,0,0,No
38067,M,PA,19131,191,23,3,50,105,155,4,0,0,2,1,0,0,1,Yes
30933,M,NJ,7407,74,25,3,51,103,154,4,0,1,1,0,1,0,1,No
26146,M,NY,14141,141,13,3,48,102,150,4,0,1,2,0,0,0,1,No
58464,F,PA,17307,173,19,3,51,89,140,4,0,1,1,0,0,1,1,No
25560,F,PA,19003,190,19,3,51,88,139,4,1,0,1,0,1,0,1,No
53312,M,NY,14139,141,25,3,47,85,132,4,1,0,2,0,0,0,1,No
57897,M,PA,19138,191,17,3,49,83,132,4,0,1,0,1,0,1,1,Yes
46280,M,NY,11751,117,21,3,45,82,127,4,1,0,1,0,1,0,1,No
19794,M,NY,11791,117,25,3,49,76,125,4,2,0,0,0,0,2,0,Yes
46721,M,PA,19103,191,19,3,48,75,123,4,0,0,1,1,1,1,0,No
51145,M,NY,12566,125,15,3,43,79,122,4,1,2,0,1,0,0,0,No
24747,M,NY,10309,103,13,3,43,78,121,4,1,1,0,1,0,0,1,No
32527,F,NY,11755,117,23,3,51,69,120,4,0,0,1,0,2,0,1,No
33837,M,PA,19067,190,13,3,47,64,111,4,1,0,2,0,0,0,1,No
48853,F,NY,14217,142,21,3,46,65,111,4,1,0,1,0,0,2,0,No
17925,F,NJ,7010,70,19,3,52,58,110,4,0,0,1,0,0,1,2,Yes
33443,M,NJ,8055,80,23,3,48,61,109,4,1,0,0,2,0,0,1,No
42597,F,NY,10459,104,13,3,45,57,102,4,2,0,1,0,1,0,0,No
54431,F,PA,19087,190,17,3,41,61,102,4,3,0,1,0,0,0,0,No
39529,F,NY,14031,140,15,3,46,50,96,4,1,1,1,0,0,1,0,No
12354,F,MD,21229,212,17,3,42,47,89,4,1,1,1,0,0,1,0,No
41672,M,PA,17402,174,21,3,48,41,89,4,0,1,2,0,0,0,1,No
49131,M,NY,11385,113,13,3,46,38,84,4,0,0,3,1,0,0,0,No
48349,M,NJ,7079,70,11,3,52,31,83,4,0,0,1,0,0,1,2,No
15861,F,DE,19971,199,23,3,44,38,82,4,1,1,1,0,1,0,0,No
56972,F,NJ,8820,88,23,3,51,27,78,4,0,0,1,0,1,1,1,Yes
59518,F,MD,21032,210,15,3,40,36,76,4,3,1,0,0,0,0,0,No
12768,M,NY,12901,129,25,3,49,26,75,4,0,1,0,1,0,0,2,Yes
20560,M,PA,18106,181,17,3,47,28,75,4,1,0,1,1,0,0,1,No
46621,F,NJ,7090,70,23,3,52,17,69,4,0,0,1,0,0,1,2,Yes
19219,F,MD,20854,208,13,3,42,25,67,4,1,1,2,0,0,0,0,No
13464,F,PA,19464,194,11,3,49,12,61,4,2,0,0,0,1,0,1,No
37620,F,NJ,7666,76,15,3,38,296,334,3,0,0,1,0,0,2,0,No
16651,F,NJ,7662,76,19,3,38,295,333,3,0,0,0,1,2,0,0,No
26604,F,MA,2360,23,9,3,41,290,331,3,0,0,0,0,0,3,0,Yes
49611,F,MD,21207,212,11,3,35,291,326,3,0,0,3,0,0,0,0,No
54577,F,CT,6883,68,19,3,35,290,325,3,1,0,0,0,1,0,1,No
52390,F,NY,13754,137,11,3,38,285,323,3,0,0,1,1,1,0,0,No
49184,F,ME,4967,49,15,3,36,275,311,3,1,0,1,1,0,0,0,No
20154,F,NY,12496,124,9,3,34,274,308,3,1,0,0,1,1,0,0,No
57268,F,DE,19803,198,19,3,38,262,300,3,1,0,1,0,0,1,0,Yes
36514,M,MD,21234,212,11,3,39,250,289,3,0,0,2,0,0,0,1,No
23630,F,VI,801,8,15,3,38,239,277,3,0,0,2,0,0,1,0,Yes
55744,F,NY,11435,114,15,3,31,246,277,3,3,0,0,0,0,0,0,No
29500,M,NY,11356,113,17,3,37,239,276,3,2,0,0,0,0,0,1,Yes
45873,F,NJ,8087,80,17,3,33,243,276,3,1,0,2,0,0,0,0,No
14012,M,NY,10704,107,17,3,36,239,275,3,0,1,0,0,2,0,0,Yes
48407,M,NJ,8003,80,15,3,37,235,272,3,2,0,0,0,0,0,1,No
20355,F,NY,10003,100,15,3,39,232,271,3,0,1,1,0,0,0,1,No
49871,F,NJ,7481,74,11,3,39,225,264,3,0,0,0,1,0,1,1,No
48527,F,CT,6451,64,15,3,36,226,262,3,1,1,0,0,1,0,0,No
48976,F,RI,2917,29,13,3,32,229,261,3,1,1,0,0,0,0,1,No
10311,F,DE,19804,198,17,3,35,225,260,3,1,0,0,1,1,0,0,No
46460,F,NJ,7305,73,11,3,35,225,260,3,1,0,1,0,1,0,0,No
32128,F,DE,19804,198,11,3,39,211,250,3,0,0,0,1,1,1,0,No
36655,M,MA,2536,25,19,3,39,204,243,3,0,0,2,0,0,0,1,No
38520,M,MD,21210,212,9,3,36,205,241,3,0,0,2,1,0,0,0,No
25590,F,MA,2174,21,9,3,38,197,235,3,0,1,0,0,0,0,2,No
27978,F,NJ,7506,75,9,3,36,199,235,3,0,0,1,1,0,1,0,No
18326,M,PA,19064,190,11,3,34,196,230,3,1,1,1,0,0,0,0,No
15937,F,PA,19146,191,13,3,40,176,216,3,0,0,0,2,0,0,1,No
38928,M,NJ,7728,77,15,3,39,172,211,3,0,0,1,0,0,1,1,No
41563,M,NY,10025,100,11,3,34,171,205,3,0,1,2,0,0,0,0,No
45679,F,NY,10594,105,9,3,34,164,198,3,2,0,0,1,0,0,0,No
45749,M,NY,10128,101,11,3,36,158,194,3,0,0,2,1,0,0,0,No
43270,F,NY,12477,124,15,3,37,156,193,3,1,0,0,0,0,0,2,No
37481,M,PA,15044,150,19,3,31,160,191,3,3,0,0,0,0,0,0,No
40693,F,NY,11720,117,19,3,39,146,185,3,1,0,0,1,0,1,0,No
40976,F,NJ,8094,80,17,3,33,148,181,3,1,0,2,0,0,0,0,No
58644,F,NY,11209,112,13,3,39,142,181,3,0,1,1,0,0,0,1,No
43980,M,RI,2879,28,13,3,39,140,179,3,0,0,1,0,0,0,2,No
17409,F,NY,10025,100,17,3,38,139,177,3,0,0,1,1,1,0,0,No
36234,F,NY,11373,113,11,3,42,135,177,3,0,0,0,1,0,1,1,No
12728,F,NJ,7016,70,11,3,35,140,175,3,2,0,0,0,1,0,0,No
13933,F,NY,13104,131,15,3,39,129,168,3,0,0,2,0,0,0,1,No
14025,M,DE,19810,198,11,3,39,125,164,3,0,0,1,0,0,1,1,No
30801,F,NJ,7045,70,11,3,34,128,162,3,0,1,1,0,0,1,0,No
22271,M,NY,11050,110,9,3,37,123,160,3,1,0,0,0,1,0,1,No
52983,M,NJ,8731,87,11,3,39,121,160,3,0,0,1,0,0,1,1,Yes
47731,F,NJ,7920,79,13,3,39,120,159,3,0,0,2,0,0,0,1,No
24420,M,NJ,7017,70,15,3,32,126,158,3,1,1,0,0,0,0,1,No
42482,F,MA,2035,20,19,3,40,117,157,3,0,0,0,0,1,2,0,No
59466,F,MD,21074,210,17,3,35,119,154,3,0,1,0,1,1,0,0,No
24024,M,PA,19020,190,9,3,31,122,153,3,3,0,0,0,0,0,0,No
30923,F,MD,21043,210,17,3,38,112,150,3,0,0,1,1,0,1,0,No
41523,M,NJ,8027,80,19,3,36,109,145,3,0,0,2,1,0,0,0,No
54629,F,MA,1201,12,19,3,34,111,145,3,1,0,1,1,0,0,0,No
33900,F,CT,6032,60,15,3,42,101,143,3,0,0,0,0,0,1,2,No
47619,F,NY,10462,104,17,3,39,99,138,3,0,0,2,0,0,0,1,No
55634,F,CT,6066,60,9,3,35,102,137,3,0,0,3,0,0,0,0,No
55062,F,NY,11758,117,17,3,40,90,130,3,0,1,0,0,1,1,0,Yes
11137,M,NY,11004,110,17,3,36,93,129,3,1,0,0,1,0,1,0,Yes
37453,M,ME,4915,49,15,3,32,97,129,3,1,1,0,1,0,0,0,No
48011,F,NJ,7002,70,9,3,37,88,125,3,1,0,1,0,0,0,1,No
31880,F,NY,11590,115,9,3,38,85,123,3,1,1,0,0,0,0,1,No
21809,F,NY,11203,112,11,3,38,83,121,3,0,0,1,1,0,1,0,No
14819,M,NJ,7649,76,17,3,39,80,119,3,0,0,1,0,0,0,2,Yes
21749,M,NJ,8807,88,13,3,38,73,111,3,0,0,1,1,1,0,0,No
29146,F,MD,20772,207,11,3,38,72,110,3,0,0,1,1,0,1,0,No
28842,M,MA,1730,17,11,3,36,58,94,3,0,0,1,1,0,0,1,No
55394,F,NJ,8030,80,11,3,37,50,87,3,1,0,0,1,0,0,1,Yes
58192,F,NH,3263,32,11,3,36,48,84,3,0,2,0,0,1,0,0,No
45690,M,NJ,7305,73,13,3,37,44,81,3,1,0,0,1,0,0,1,No
39108,F,NY,11212,112,13,3,35,43,78,3,1,1,0,0,1,0,0,No
40220,F,MD,21236,212,21,3,42,36,78,3,1,0,0,0,0,1,1,Yes
17645,F,MA,1810,18,19,3,36,41,77,3,0,0,2,1,0,0,0,No
35641,F,NJ,8619,86,9,3,34,37,71,3,2,0,0,1,0,0,0,No
54072,F,NY,10901,109,17,3,39,32,71,3,0,0,0,1,0,1,1,No
58835,F,PA,17601,176,11,3,36,35,71,3,0,0,2,1,0,0,0,No
28079,F,MD,20906,209,9,3,42,25,67,3,0,1,0,0,0,1,1,No
24627,F,CT,6422,64,13,3,38,21,59,3,0,1,0,0,0,0,2,No
21497,M,NY,11787,117,11,3,40,14,54,3,0,0,0,1,0,0,2,No
53037,M,NJ,7840,78,13,3,38,16,54,3,0,0,2,0,0,1,0,No
16937,F,PA,19023,190,13,3,32,19,51,3,1,1,0,1,0,0,0,No
38726,M,NJ,7642,76,9,3,42,9,51,3,0,0,1,0,0,1,1,No
10709,F,PA,19078,190,13,3,31,18,49,3,3,0,0,0,0,0,0,No
20346,F,NY,11374,113,11,3,36,9,45,3,0,0,1,2,0,0,0,No
11824,F,DE,19703,197,5,3,29,300,329,2,0,0,1,0,0,0,1,No
23429,F,NY,11366,113,5,3,25,304,329,2,1,0,1,0,0,0,0,No
18840,M,PA,19090,190,11,3,29,299,328,2,0,0,1,0,0,0,1,No
32076,F,NY,11414,114,7,3,26,300,326,2,0,0,1,1,0,0,0,No
50212,F,NY,11422,114,11,3,25,301,326,2,0,1,1,0,0,0,0,No
12593,M,PA,19525,195,11,3,29,296,325,2,0,0,0,0,0,1,1,No
13768,F,NJ,7746,77,9,3,29,296,325,2,0,0,1,0,0,0,1,No
39446,M,NY,11374,113,9,3,28,297,325,2,0,0,1,0,0,1,0,No
27186,F,PA,19035,190,5,3,25,299,324,2,0,0,2,0,0,0,0,No
29002,F,NY,10538,105,7,3,25,298,323,2,0,0,2,0,0,0,0,No
30678,F,NJ,8757,87,5,3,25,298,323,2,1,0,1,0,0,0,0,No
37552,M,NY,11001,110,7,3,29,294,323,2,0,0,0,0,0,1,1,Yes
37965,F,NJ,7822,78,5,3,28,295,323,2,0,0,0,0,0,2,0,No
43754,F,PA,19382,193,5,3,23,300,323,2,2,0,0,0,0,0,0,No
48320,F,NJ,7057,70,9,3,29,294,323,2,0,1,0,0,0,0,1,Yes
59892,M,NY,12835,128,9,3,26,297,323,2,0,0,0,2,0,0,0,No
37075,M,NY,11415,114,5,3,25,297,322,2,1,0,1,0,0,0,0,Yes
43837,F,NJ,7512,75,9,3,25,297,322,2,1,0,1,0,0,0,0,No
52881,F,PA,15670,156,7,3,25,297,322,2,0,1,1,0,0,0,0,No
31510,M,NJ,7444,74,11,3,29,292,321,2,0,0,0,1,0,0,1,Yes
37212,F,MA,1949,19,11,3,24,297,321,2,1,1,0,0,0,0,0,No
40334,M,NY,10509,105,7,3,27,294,321,2,1,0,0,0,1,0,0,No
42789,F,MD,21227,212,11,3,28,293,321,2,0,0,0,0,0,2,0,Yes
50250,F,NY,12149,121,5,3,25,296,321,2,0,1,1,0,0,0,0,No
16698,F,CT,6762,67,7,3,29,291,320,2,1,0,0,0,0,0,1,No
33232,M,PA,19103,191,5,3,27,293,320,2,0,0,0,0,2,0,0,Yes
59336,F,MA,2021,20,7,3,25,295,320,2,1,0,1,0,0,0,0,No
46485,M,PA,18343,183,7,3,24,295,319,2,1,1,0,0,0,0,0,No
59335,F,NY,10917,109,9,3,29,290,319,2,0,0,1,0,0,0,1,No
35589,M,PA,19425,194,7,3,23,295,318,2,2,0,0,0,0,0,0,No
52360,F,NJ,8820,88,7,3,29,289,318,2,0,0,0,0,0,0,2,No
57258,F,MD,21122,211,7,3,29,289,318,2,1,0,0,0,0,0,1,No
34945,F,NY,11377,113,7,3,26,291,317,2,0,0,1,1,0,0,0,No
50227,F,NJ,7405,74,11,3,25,292,317,2,1,0,1,0,0,0,0,No
37848,F,PA,19015,190,7,3,28,288,316,2,0,0,0,1,0,1,0,No
17045,M,CT,6484,64,11,3,25,290,315,2,1,0,1,0,0,0,0,No
20141,M,PA,17404,174,11,3,26,289,315,2,0,0,1,1,0,0,0,No
12824,F,PA,19063,190,7,3,26,288,314,2,1,0,0,1,0,0,0,Yes
18530,F,NY,12451,124,9,3,25,288,313,2,0,1,1,0,0,0,0,No
34427,F,MD,20772,207,5,3,29,283,312,2,0,0,0,0,0,1,1,Yes
45787,F,NY,11379,113,9,3,25,287,312,2,0,1,1,0,0,0,0,No
13399,M,NY,11235,112,7,3,29,282,311,2,1,0,0,0,0,0,1,No
19332,M,NY,10024,100,7,3,26,285,311,2,1,0,0,1,0,0,0,No
42104,F,PA,19406,194,7,3,26,285,311,2,0,0,0,2,0,0,0,No
44092,F,PA,19083,190,7,3,25,286,311,2,0,0,2,0,0,0,0,No
44690,F,NY,14061,140,7,3,24,287,311,2,1,1,0,0,0,0,0,No
49177,F,PA,15108,151,9,3,25,285,310,2,0,0,2,0,0,0,0,No
10647,M,NJ,8731,87,7,3,29,280,309,2,0,0,1,0,0,0,1,Yes
10681,F,MD,21060,210,9,3,29,280,309,2,0,0,0,0,0,1,1,No
38128,F,RI,2906,29,7,3,25,284,309,2,0,1,1,0,0,0,0,No
27741,F,CT,6001,60,5,3,25,283,308,2,0,1,1,0,0,0,0,No
24472,M,NY,11704,117,9,3,29,278,307,2,0,0,1,0,0,0,1,No
29076,F,NY,11763,117,7,3,27,280,307,2,0,0,1,0,1,0,0,No
55393,F,NY,14043,140,5,3,28,279,307,2,0,1,0,0,0,1,0,No
44142,F,NY,11727,117,7,3,25,281,306,2,1,0,1,0,0,0,0,No
20490,F,MD,20855,208,9,3,28,277,305,2,0,0,0,0,1,1,0,No
21977,F,MA,2155,21,11,3,23,282,305,2,2,0,0,0,0,0,0,No
35112,M,CT,6606,66,9,3,28,277,305,2,0,0,0,1,0,1,0,No
44870,F,NY,11580,115,7,3,24,281,305,2,0,2,0,0,0,0,0,No
52939,F,PA,17815,178,9,3,29,276,305,2,1,0,0,0,0,0,1,Yes
11618,F,NH,3062,30,11,3,29,275,304,2,0,0,0,0,1,0,1,No
31836,F,NY,11103,111,9,3,26,278,304,2,1,0,0,1,0,0,0,No
38205,F,MD,21209,212,7,3,27,277,304,2,0,1,0,0,1,0,0,No
52994,M,NJ,7701,77,11,3,23,281,304,2,2,0,0,0,0,0,0,No
55950,M,MD,20850,208,11,3,24,279,303,2,1,1,0,0,0,0,0,Yes
37204,F,MD,20748,207,5,3,24,278,302,2,1,1,0,0,0,0,0,No
18339,M,NJ,8857,88,5,3,27,274,301,2,1,0,0,0,1,0,0,No
43833,F,NJ,8848,88,11,3,27,274,301,2,0,1,0,0,1,0,0,No
58715,F,MD,20906,209,11,3,25,276,301,2,0,0,2,0,0,0,0,No
10102,F,NY,13413,134,9,3,26,274,300,2,0,0,1,1,0,0,0,No
28758,M,NY,14602,146,11,3,26,273,299,2,0,0,1,1,0,0,0,Yes
37056,F,NY,12534,125,9,3,29,270,299,2,0,0,1,0,0,0,1,Yes
38242,M,PA,18503,185,7,3,28,271,299,2,0,0,1,0,0,1,0,Yes
49288,F,MD,20817,208,9,3,26,273,299,2,1,0,0,1,0,0,0,No
27890,F,NJ,7731,77,5,3,25,273,298,2,0,1,1,0,0,0,0,No
28990,F,NJ,8733,87,5,3,29,269,298,2,0,0,0,0,1,0,1,Yes
18704,F,NJ,7410,74,9,3,28,269,297,2,1,0,0,0,0,1,0,Yes
26753,F,NY,11379,113,7,3,26,271,297,2,1,0,0,1,0,0,0,No
29539,F,NJ,8701,87,11,3,26,270,296,2,1,0,0,1,0,0,0,No
41971,F,MA,2035,20,5,3,25,271,296,2,1,0,1,0,0,0,0,No
13360,M,NY,13212,132,11,3,24,271,295,2,1,1,0,0,0,0,0,No
56687,F,NJ,8846,88,7,3,26,268,294,2,0,1,0,1,0,0,0,No
28907,M,NJ,7012,70,11,3,26,267,293,2,1,0,0,1,0,0,0,No
58107,F,NJ,7753,77,11,3,29,264,293,2,0,0,1,0,0,0,1,No
15743,F,NY,11694,116,7,3,25,267,292,2,0,0,2,0,0,0,0,No
22111,M,NJ,7480,74,11,3,26,266,292,2,0,0,0,2,0,0,0,No
47752,F,NJ,7076,70,7,3,26,266,292,2,0,0,1,1,0,0,0,No
22603,F,NJ,7470,74,9,3,29,262,291,2,0,0,0,1,0,0,1,No
52977,F,MD,21108,211,9,3,26,265,291,2,1,0,0,1,0,0,0,No
51959,F,NJ,7083,70,7,3,25,265,290,2,0,0,2,0,0,0,0,No
24888,F,NJ,7002,70,7,3,29,260,289,2,0,0,0,0,1,0,1,No
43668,M,RI,2920,29,9,3,28,260,288,2,0,0,1,0,0,1,0,No
45438,F,NY,11010,110,9,3,26,262,288,2,0,0,1,1,0,0,0,No
46403,F,NY,11432,114,9,3,24,264,288,2,1,1,0,0,0,0,0,No
21472,F,NY,10469,104,5,3,28,259,287,2,0,0,0,1,0,1,0,No
22077,F,CT,6430,64,9,3,25,262,287,2,1,0,1,0,0,0,0,No
39870,M,NY,13820,138,7,3,26,261,287,2,1,0,0,1,0,0,0,No
48638,M,PA,15015,150,9,3,26,261,287,2,0,0,1,1,0,0,0,No
59394,M,PA,19046,190,11,3,24,263,287,2,1,1,0,0,0,0,0,No
25812,M,PA,19134,191,11,3,29,257,286,2,0,0,0,1,0,0,1,No
39335,F,NJ,7032,70,5,3,29,257,286,2,0,0,0,1,0,0,1,No
47064,F,MA,1760,17,11,3,25,261,286,2,1,0,1,0,0,0,0,No
35516,M,NY,10921,109,9,3,29,256,285,2,0,0,1,0,0,0,1,No
16113,M,NY,10704,107,7,3,25,259,284,2,1,0,1,0,0,0,0,No
18520,F,NY,11219,112,7,3,25,259,284,2,0,0,2,0,0,0,0,No
45178,M,NY,11741,117,7,3,28,256,284,2,1,0,0,0,0,1,0,No
51065,F,VT,5251,52,7,3,25,259,284,2,0,0,2,0,0,0,0,No
56336,M,NY,11372,113,7,3,29,255,284,2,0,0,0,0,1,0,1,No
56487,F,MA,1907,19,7,3,25,259,284,2,1,0,1,0,0,0,0,No
28689,F,CT,6776,67,7,3,24,259,283,2,0,2,0,0,0,0,0,No
58547,M,NY,10470,104,5,3,29,254,283,2,0,0,0,1,0,0,1,No
19974,F,NJ,8757,87,7,3,26,256,282,2,0,0,1,1,0,0,0,Yes
33057,F,NJ,8807,88,5,3,27,254,281,2,0,0,0,1,1,0,0,No
33564,M,NJ,7442,74,5,3,25,256,281,2,0,1,1,0,0,0,0,Yes
35699,M,PA,15923,159,11,3,27,254,281,2,0,0,0,1,1,0,0,Yes
